"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SCAJBXBT","journalArticle","2019","Mulla, Mazheruddin M.; Witte, Tricia H.; Richardson, Kyle; Hart, William; Kassing, Francesca L.; Coffey, Christopher A.; Hackman, Christine L.; Sherwood, Ian M.","The Causal Influence of Perceived Social Norms on Intimate Partner Violence Perpetration: Converging Cross-Sectional, Longitudinal, and Experimental Support for a Social Disinhibition Model","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167218794641","http://journals.sagepub.com/doi/10.1177/0146167218794641","Across three studies, we develop a model of the direct and indirect paths through which the perceived prevalence (perceived descriptive norms [PDN]) of intimate partner violence (IPV) among peers may influence individuals’ likelihood of engaging in IPV. Study 1 replicated and extended previous cross-sectional research by demonstrating a positive longitudinal association between PDN and subsequent IPV perpetration. Study 2 further showed the influence of PDN on IPV perpetration to be mediated through its relation to perceived peer acceptance of IPV (perceived injunctive norms [PIN]), which in turn predicted personal IPV acceptance. Study 3 built on this model using an experimental paradigm to show that increasing PDN leads to corresponding increases in PIN and, in turn, personal IPV acceptance, which both predicted IPV perpetration. Furthermore, the effects of PIN on personal IPV acceptance and IPV propensity were strongest for dominance-oriented individuals. Results bear important implications for social norms–based interventions for IPV.","2019-04","2023-11-02 19:00:46","2023-11-02 19:00:46","2023-11-02 19:00:46","652-668","","4","45","","Pers Soc Psychol Bull","The Causal Influence of Perceived Social Norms on Intimate Partner Violence Perpetration","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/UI6PH6HW/Mulla et al. - 2019 - The Causal Influence of Perceived Social Norms on .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DP3U8YPA","journalArticle","2020","Mullett, Timothy L.; Brown, Gordon D. A.; Fincher, Corey L.; Kosinski, Michal; Stillwell, David","Individual-Level Analyses of the Impact of Parasite Stress on Personality: Reduced Openness Only for Older Individuals","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167219843918","http://journals.sagepub.com/doi/10.1177/0146167219843918","The parasite stress hypothesis predicts that individuals living in regions with higher infectious disease rates will show lower openness, agreeableness, and extraversion, but higher conscientiousness. This article, using data from more than 250,000 U.S. Facebook users, reports tests of these predictions at the level of both U.S. states and individuals and evaluates criticisms of previous findings. State-level results for agreeableness and conscientiousness are consistent with previously reported cross-national findings, but others (a significant positive correlation with extraversion and no correlation with openness) are not. However, effects of parasite stress on conscientiousness and agreeableness are not found when analyses account for the data’s hierarchical structure and include controls. We find that only openness is robustly related to parasite stress in these analyses, and we also find a significant interaction with age: Older, but not younger, inhabitants of areas of high parasite stress show lower openness. Interpretations of the findings are discussed.","2020-01","2023-11-02 19:00:47","2023-11-02 19:00:47","2023-11-02 19:00:47","79-93","","1","46","","Pers Soc Psychol Bull","Individual-Level Analyses of the Impact of Parasite Stress on Personality","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/6YX4VCGN/Mullett et al. - 2020 - Individual-Level Analyses of the Impact of Parasit.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPHQWGXQ","journalArticle","2019","Murphy, Nora A.; Hall, Judith A.; Ruben, Mollie A.; Frauendorfer, Denise; Schmid Mast, Marianne; Johnson, Kirsten E.; Nguyen, Laurent","Predictive Validity of Thin-Slice Nonverbal Behavior from Social Interactions","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167218802834","http://journals.sagepub.com/doi/10.1177/0146167218802834","We present five studies investigating the predictive validity of thin slices of nonverbal behavior (NVB). Predictive validity of thin slices refers to how well behavior slices excerpted from longer video predict other measured variables. Using six NVBs, we compared predictive validity of slices of different lengths with that obtained when coding is based on full-length (5-min) video, investigating the relative predictive validity of 1-min slices as well as of cumulative slices. Results indicate some loss in predictive validity with 1-min slices, but relatively little loss when Slices 1 and 2 were combined for five of the six NVBs. This research establishes an empirical basis on which researchers can decide how much of their recorded corpus needs to be coded for NVB. The results also provide some guidance on effect sizes in power analyses for researchers coding specific behaviors in a thin-slice design.","2019-07","2023-11-02 19:00:48","2023-11-02 19:00:49","2023-11-02 19:00:48","983-993","","7","45","","Pers Soc Psychol Bull","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/ZWQX7IWT/Murphy et al. - 2019 - Predictive Validity of Thin-Slice Nonverbal Behavi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"386K7L83","journalArticle","2020","Murphy, Lisa; Cadogan, Eimer; Dockray, Samantha","The Consideration of Future Consequences: Evidence for Domain Specificity Across Five Life Domains","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167219873478","http://journals.sagepub.com/doi/10.1177/0146167219873478","The consideration of future consequences (CFC) is a cognitive-motivational construct describing the extent to which individuals consider the future outcomes of behavior during decision-making. The current research examined the extent to which CFC may be a domain-specific, as opposed to global, temporal construct. Across three surveys, adults (n = 498; 66.9% female; 41.2% students) completed the 14-item general CFC scale, five newly adapted domain-specific CFC scales, and selfreport measures of behavior in five substantive domains (work, health, the environment, money, and college). Confirmatory factor analyses replicated the two-factor model in the CFC-14, supporting the distinction between CFC-Future and CFCImmediate in domain-specific CFC-14 scales. Hierarchical regression analyses indicated that domain-specific, and not the general, CFC subscales were most strongly associated with the relevant domain-specific behavior and revealed differential patterns of association between domain-specific CFC subscales and behaviors in particular domains. The applied implications for behavioral interventions are discussed.","2020-05","2023-11-02 19:00:50","2023-11-02 19:00:50","2023-11-02 19:00:50","663-678","","5","46","","Pers Soc Psychol Bull","The Consideration of Future Consequences","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/4EWILLMJ/Murphy et al. - 2020 - The Consideration of Future Consequences Evidence.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GSUR5HB","journalArticle","2018","Napier, Jaime L.; Luguri, Jamie B.; Dovidio, John F.; Oltman, Kathleen A.","Construing the Essence: The Effects of Construal Level on Genetic Attributions for Individual and Social Group Differences","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167218768799","http://journals.sagepub.com/doi/10.1177/0146167218768799","The present research links a nonsocial, contextual influence (construal level) to the tendency to endorse genetic attributions for individual and social group differences. Studies 1 to 3 show that people thinking in an abstract (vs. concrete) mind-set score higher on a measure of genetic attributions for individual and racial group differences. Study 4 showed that abstract (vs. concrete) construal also increased genetic attributions for novel groups. Study 5 explored the potential downstream consequences of construal on intergroup attitudes, and found that abstract (vs. concrete) construal led people to endorse genetic attributions in general and this was associated with increased anti-Black prejudice.","2018-09","2023-11-02 19:00:52","2023-11-02 19:00:52","2023-11-02 19:00:52","1395-1407","","9","44","","Pers Soc Psychol Bull","Construing the Essence","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/H3EBTZDT/Napier et al. - 2018 - Construing the Essence The Effects of Construal L.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25QGQQJJ","journalArticle","2021","Neff, Lisa A.; Nguyen, Thao T. T.; Williamson, Hannah C.","Too Stressed to Help? The Effects of Stress on Noticing Partner Needs and Enacting Support","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167220974490","http://journals.sagepub.com/doi/10.1177/0146167220974490","Although couples’ support exchanges are especially important during times of stress, coping with stress often taxes individuals’ energy and resources and may render it more difficult for partners to provide support to one another. In a daily diary study of 121 married couples, we examined whether spouses’ chronic and daily non-marital stressors were associated with their capacity to accurately perceive their partner’s support needs and to provide support when needed. Consistent with the notion that stress may be linked to reduced perspective-taking, husbands experiencing greater chronic stress were less accurate in their assessments of their partner’s support needs across the diary days. Moreover, even when husbands did notice that their partner desired support, they were less likely to provide support if they were coping with their own stress that day. Thus, the findings highlight the multiple pathways through which stress can undermine support provision within relationships.","2021-11","2023-11-02 19:00:53","2023-11-02 19:00:53","2023-11-02 19:00:53","1565-1579","","11","47","","Pers Soc Psychol Bull","Too Stressed to Help?","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/24HQAWLP/Neff et al. - 2021 - Too Stressed to Help The Effects of Stress on Not.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDPR89ZI","journalArticle","2019","Nelson-Coffey, S. Katherine; Killingsworth, Matthew; Layous, Kristin; Cole, Steve W.; Lyubomirsky, Sonja","Parenthood Is Associated With Greater Well-Being for Fathers Than Mothers","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167219829174","http://journals.sagepub.com/doi/10.1177/0146167219829174","The experiences of mothers and fathers are different in ways that could affect their well-being. Yet few studies have comprehensively examined gender differences in parents’ well-being. In the current research, we investigated such gender differences in a large representative sample (Study 1a; N = 13,007), in a community sample using validated well-being measures (Study 1b; N = 472), and in a large experience sampling study measuring happiness during caregiving activities and during interactions with children (Study 2; N = 4,930). Fathers reported greater happiness, subjective well-being, psychological need satisfaction, and daily uplifts than did men without children (Studies 1a and 1b). During caregiving experiences, fathers reported greater happiness, whereas mothers reported lower happiness, compared with their other activities. Fathers also reported relatively higher happiness when interacting with their children than did mothers (Study 2). Across all three studies and more than 18,000 participants, parenthood was associated with more positive well-being outcomes for fathers than for mothers.","2019-09","2023-11-02 19:00:55","2023-11-02 19:00:55","2023-11-02 19:00:55","1378-1390","","9","45","","Pers Soc Psychol Bull","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/9TZNI4AC/Nelson-Coffey et al. - 2019 - Parenthood Is Associated With Greater Well-Being f.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9AE9CSY","journalArticle","2018","Netchaeva, Ekaterina; Kouchaki, Maryam","The Woman in Red: Examining the Effect of Ovulatory Cycle on Women’s Perceptions of and Behaviors Toward Other Women","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167218764655","http://journals.sagepub.com/doi/10.1177/0146167218764655","Previous research has shown that during her monthly peak fertile window, a woman competes with other women for a suitable mate. Drawing upon research on ovulation and socially constructed meanings of the color red, we examine how a woman’s fertility status and red clothing worn by a target woman change perceptions of the target, as well as behaviors toward the target. Following previous research on the ovulatory status and color red effects, we rely on both hormonal and self-reported fertility data. Across six studies, our research fails to provide support for the prediction that an ovulating woman is less likely to trust another woman wearing red compared with a nonovulating woman.","2018-08","2023-11-02 19:00:56","2023-11-02 19:00:56","2023-11-02 19:00:56","1180-1200","","8","44","","Pers Soc Psychol Bull","The Woman in Red","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/U7SCRG2P/Netchaeva and Kouchaki - 2018 - The Woman in Red Examining the Effect of Ovulator.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WHZ9TJUE","journalArticle","2020","Netzer, Liat; Halperin, Eran; Tamir, Maya","Be Afraid, Be Very Afraid! Motivated Intergroup Emotion Regulation","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167220910833","http://journals.sagepub.com/doi/10.1177/0146167220910833","Group-based emotions can shape group members’ behaviors and intergroup relations. Therefore, we propose that people may try to regulate emotions of outgroup members to attain ingroup goals. We call this phenomenon “motivated intergroup emotion regulation.” In four studies, conducted in both hypothetical and real-world contexts, we show that deterrence and reconciliation goals influence how fearful or calm people want outgroup members to feel, respectively. We further show that such motivated intergroup emotion regulation can guide behavior toward the outgroup, influencing how outgroup members feel (Studies 1, 2, and 4) and behave (Study 4). We demonstrate how affiliation with the ingroup, which renders ingroup goals more salient, shapes what ingroup members want outgroup members to feel (Studies 3 and 4) and subsequently how outgroup members feel and behave (Study 4). Finally, we discuss how motivated intergroup emotion regulation might contribute to understanding motivation in emotion regulation, group-based emotions, and intergroup relations.","2020-11","2023-11-02 19:00:58","2023-11-02 19:00:58","2023-11-02 19:00:58","1596-1613","","11","46","","Pers Soc Psychol Bull","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/G8BQ8YSE/Netzer et al. - 2020 - Be Afraid, Be Very Afraid! Motivated Intergroup Em.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNA7WMKP","journalArticle","2018","Newman, Leonard S.; Tan, Mingxuan; Caldwell, Tracy L.; Duff, Kimberley J.; Winer, E. Samuel","Name Norms: A Guide to Casting Your Next Experiment","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167218769858","http://journals.sagepub.com/doi/10.1177/0146167218769858","Psychologists often test hypotheses by constructing vignettes depicting people engaging in behavior and displaying characteristics designed to operationalize specific variables. People described in these vignettes are typically given names, but names have a variety of connotations that could lead to unwanted variance between conditions of an experiment and in other ways have implications for the results of a study. An up-to-date source of information to help guide the selection of names would be useful for researchers. Participants from four different regions of the United States rated a large sample of names in terms of perceived age, warmth, and competence. The full set of names is presented, along with some simple demonstration studies concretely illustrating the implications of name choice.","2018-10","2023-11-02 19:00:59","2023-11-02 19:00:59","2023-11-02 19:00:59","1435-1448","","10","44","","Pers Soc Psychol Bull","Name Norms","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/2Q9H66XR/Newman et al. - 2018 - Name Norms A Guide to Casting Your Next Experimen.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BW37IB64","journalArticle","2022","Newman, David B.; Schneider, Stefan; Stone, Arthur A.","Contrasting Effects of Finding Meaning and Searching for Meaning, and Political Orientation and Religiosity, on Feelings and Behaviors During the COVID-19 Pandemic","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/01461672211030383","http://journals.sagepub.com/doi/10.1177/01461672211030383","Perceiving life as meaningful can buffer against negative experiences, whereas searching for meaning in life is often associated with negative outcomes. We examined how these individual differences, along with religiosity and political orientation, are associated with feelings and health-related behaviors during the COVID-19 pandemic (N = 7,220; U.S. nationally representative sample). Conservatism and religiosity predicted less negative effect; conservatives (but not the highly religious) were less likely to engage in preventive actions such as wearing face masks and social distancing. Controlling for political orientation, religiosity, and demographics, the presence of meaning in life predicted less negative affect and greater healthy preventive actions, whereas searching for meaning predicted greater negative affect and more preventive and risky health behaviors. Thus, the perception that life is meaningful not only predicts an individual’s emotional well-being but is also associated with beneficial actions that can help protect others from the spread of the coronavirus.","2022-06","2023-11-02 19:01:01","2023-11-02 19:01:01","2023-11-02 19:01:01","923-936","","6","48","","Pers Soc Psychol Bull","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/PUWNF5RP/Newman et al. - 2022 - Contrasting Effects of Finding Meaning and Searchi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBZBX3ZZ","journalArticle","2022","Newman, David B.; Nezlek, John B.","The Influence of Daily Events on Emotion Regulation and Well-Being in Daily Life","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167220980882","http://journals.sagepub.com/doi/10.1177/0146167220980882","We examined within-person relationships among daily events, emotion regulation strategies, and well-being in daily life. Each day for 2 to 3 weeks, participants in two studies (total N = 445) reported the extent to which they reappraised and suppressed their positive and negative emotions, the types of events they experienced, and their well-being. Using multilevel modeling, we found that the extent to which people reappraised positive and negative emotions and suppressed negative emotions was positively related to the number/importance of daily positive events, whereas the suppression of positive emotions was negatively related. Furthermore, the positive relationships between well-being and reappraisal of positive and negative emotions and the suppression of negative emotions were stronger as the number of negative events increased. These results demonstrate that most emotion regulation strategies are employed when the day is going well but are most beneficial for people’s well-being when the day is not going well.","2022-01","2023-11-02 19:01:03","2023-11-02 19:01:03","2023-11-02 19:01:03","19-33","","1","48","","Pers Soc Psychol Bull","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/BTKS7T99/Newman and Nezlek - 2022 - The Influence of Daily Events on Emotion Regulatio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSVFI8KW","journalArticle","2019","Ng, Henry Kin Shing; Hong, Yee-Ling; Chow, Tak Sang; Leung, Angel Nga Man","Nature Does Not Always Give You a Helping Hand: Comparing the Prosocial Effects of Nature at Different Resource and Security Levels","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167218794625","http://journals.sagepub.com/doi/10.1177/0146167218794625","Humans become more prosocial after nature exposure. We proposed that the prosocial effect pertains to resource (e.g., food, water) and security (e.g., shelter, concealment) features in natural environments. Four studies tested the idea that prosociality changes with variations in environmental resource and security. Study 1 reported that urban greenspace, a resource feature to urban dwellers, predicted more volunteering in low-crime cities, but less so in high-crime cities. Studies 2 and 3 compared prosociality after exposure to natural sceneries in a Resource (high/low) × Security (high/low) design. Participants were more prosocial in the high-resource-high-security and low-resource-low-security conditions. Study 4 compared the four natural environments with two control conditions (urban, shape). It reported that not all natural environments led to higher prosociality, nor did any of them undermine prosociality. The findings supported heterogeneity in nature’s prosocial effect. Implications are discussed in relation to urban greening and the evolutionary basis of nature’s effect.","2019-04","2023-11-02 19:01:04","2023-11-02 19:01:04","2023-11-02 19:01:04","616-633","","4","45","","Pers Soc Psychol Bull","Nature Does Not Always Give You a Helping Hand","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/9FQ5Z9GM/Ng et al. - 2019 - Nature Does Not Always Give You a Helping Hand Co.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGIBW7NT","journalArticle","","Nguyen, Thuy-vy T; Ryan, Richard M; Deci, Edward L","Solitude as an Approach to Affective Self-Regulation","Personality and Social Psychology Bulletin","","","","","In this research, we showed that solitude generally has a deactivation effect on people’s affective experiences, decreasing both positive and negative high-arousal affects. In Study 1, we found that the deactivation effect occurred when people were alone, but not when they were with another person. Study 2 showed that this deactivation effect did not depend on whether or not the person was engaged in an activity such as reading when alone. In Study 3, high-arousal positive affect did not drop in a solitude condition in which participants specifically engaged in positive thinking or when they actively chose what to think about. Finally, in Study 4, we found that solitude could lead to relaxation and reduced stress when individuals actively chose to be alone. This research thus shed light on solitude effects in the past literature, and on people’s experiences when alone and the different factors that moderate these effects.","","2023-11-02 19:01:06","2023-11-02 19:01:06","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/SchoolAccount/Zotero/storage/YB3FHHH7/Nguyen et al. - Solitude as an Approach to Affective Self-Regulati.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HL5WQZCU","journalArticle","2019","Nikitin, Jana; Freund, Alexandra M.","Who Cares? Effects of Social Approach and Avoidance Motivation on Responsiveness to Others","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167218781335","http://journals.sagepub.com/doi/10.1177/0146167218781335","Responsiveness to others (i.e., our understanding, validation, and support of important aspects of others) significantly contributes to positive social relationships. In the present research, we found evidence that responsiveness has motivational origins. In two experiments, participants who were approaching positive social outcomes had a higher level of responsiveness compared with participants who were avoiding negative social outcomes. A third experiment disentangled the roles of motivation and situation valence. Positive (compared with negative) social situations were associated with higher approach motivation, lower avoidance motivation, and a higher level of responsiveness. However, within a given situation, both approach and avoidance motivation were associated with a higher level of responsiveness. This association was even stronger in negative situations, suggesting that both approach and avoidance motivation might be ways of behaving responsively in potentially difficult social situations. The effects were independent of relationship closeness and partly weaker in older compared with younger adults.","2019-02","2023-11-02 19:01:08","2023-11-02 19:01:09","2023-11-02 19:01:08","182-195","","2","45","","Pers Soc Psychol Bull","Who Cares?","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/N49BNTUW/Nikitin and Freund - 2019 - Who Cares Effects of Social Approach and Avoidanc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7JFUZI2","journalArticle","2019","Nilsson, Artur; Erlandsson, Arvid; Västfjäll, Daniel","The Complex Relation Between Receptivity to Pseudo-Profound Bullshit and Political Ideology","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167219830415","http://journals.sagepub.com/doi/10.1177/0146167219830415","This research systematically mapped the relationship between political ideology and receptivity to pseudo-profound bullshit—that is, obscure sentences constructed to impress others rather than convey truth. Among Swedish adults (N = 985), bullshit receptivity was (a) robustly positively associated with socially conservative (vs. liberal) self-placement, resistance to change, and particularly binding moral intuitions (loyalty, authority, purity); (b) associated with centrism on preference for equality and even leftism (when controlling for other aspects of ideology) on economic ideology self-placement; and (c) lowest among right-of-center social liberal voters and highest among left-wing green voters. Most of the results held up when we controlled for the perceived profundity of genuine aphorisms, cognitive reflection, numeracy, information processing bias, gender, age, education, religiosity, and spirituality. The results are supportive of theoretical accounts that posit ideological asymmetries in cognitive orientation, while also pointing to the existence of bullshit receptivity among both right- and left-wingers.","2019-10","2023-11-02 19:01:11","2023-11-02 19:01:11","2023-11-02 19:01:11","1440-1454","","10","45","","Pers Soc Psychol Bull","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/L3973E7V/Nilsson et al. - 2019 - The Complex Relation Between Receptivity to Pseudo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XA3FGDJ","journalArticle","","O’Brien, Laurie T; Merritt, Sally K","Attributions to Discrimination Against Black Victims in a Multiracial Society: Isolating the Effect of Perpetrator Group Membership","Personality and Social Psychology Bulletin","","","","","As the United States becomes more racially and ethnically diverse, interactions between Black people and other minority groups have become increasingly common. The present research examined how a perpetrator’s group membership affects judgments of employment discrimination against a Black victim. Four experiments (combined N = 1,016) tested predictions derived from the prototype model of discrimination. Participants reviewed a case file where a Black, Latino, Asian, or White manager rejected a Black job applicant. Attributions to discrimination were much stronger for a Latino, Asian, or White manager compared with a Black manager. Attributions to discrimination were slightly stronger for a White manager compared with an Asian or Latino manager; however, effect sizes for these differences were small. Attributions to discrimination were similar for the Asian and Latino managers. Whether the perpetrator had outgroup standing relative to the victim was the strongest factor influencing attributions to discrimination for a Black victim of employment discrimination.","","2023-11-02 19:01:12","2023-11-02 19:01:13","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/SchoolAccount/Zotero/storage/GQL66EYE/O’Brien and Merritt - Attributions to Discrimination Against Black Victi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBNCESC9","journalArticle","2019","O’Brien, Ed; Smith, Robert W.","Unconventional Consumption Methods and Enjoying Things Consumed: Recapturing the “First-Time” Experience","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167218779823","http://journals.sagepub.com/doi/10.1177/0146167218779823","People commonly lament the inability to re-experience familiar things as they were first experienced. Four experiments suggest that consuming familiar things in new ways can disrupt adaptation and revitalize enjoyment. Participants better enjoyed the same familiar food (Experiment 1), drink (Experiment 2), and video (Experiments 3a-3b) simply when re-experiencing the entity via unusual means (e.g., eating popcorn using chopsticks vs. hands). This occurs because unconventional methods invite an immersive “first-time” perspective on the consumption object: boosts in enjoyment were mediated by revitalized immersion into the consumption experience and were moderated by time such that they were strongest when using unconventional methods for the first time (Experiments 1-2); likewise, unconventional methods that actively disrupted immersion did not elicit the boost, despite being novel (Experiments 3a-3b). Before abandoning once-enjoyable entities, knowing to consume old things in new ways (vs. attaining new things altogether) might temporarily restore enjoyment and postpone wasteful replacement.","2019-01","2023-11-02 19:01:14","2023-11-02 19:01:14","2023-11-02 19:01:14","67-80","","1","45","","Pers Soc Psychol Bull","Unconventional Consumption Methods and Enjoying Things Consumed","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/BGQHLMKB/O’Brien and Smith - 2019 - Unconventional Consumption Methods and Enjoying Th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PA6QXTJ","journalArticle","2017","Obeid, Nadine; Argo, Nichole; Ginges, Jeremy","How Moral Perceptions Influence Intergroup Tolerance: Evidence From Lebanon, Morocco, and the United States","Personality and Social Psychology Bulletin","","0146-1672, 1552-7433","10.1177/0146167216686560","http://journals.sagepub.com/doi/10.1177/0146167216686560","Intergroup boundaries are often associated with differences in moral codes. How does the perception of similarity and dissimilarity in moral worldviews influence tolerant relationships between members of different groups? We theorized that the relationship between perceived moral similarity and intergroup tolerance is domain specific. Specifically, because people treat autonomy values (e.g., caring for others, being fair) as denoting universal rights and obligations, but binding values (e.g., purity) as denoting rights and obligations that apply preferentially for their own group, perceived similarity on autonomy values should be more relevant than perceived similarity on binding values to intergroup tolerance. Here, we describe correlational and experimental evidence to support these predictions from studies carried out in Lebanon (with sectarian groups), in Morocco (with ethnic groups), and in the United States (with ideological groups). Implications for understanding intergroup relations and theories of morality are discussed.","2017-03","2023-11-02 19:01:16","2023-11-02 19:01:16","2023-11-02 19:01:16","381-391","","3","43","","Pers Soc Psychol Bull","How Moral Perceptions Influence Intergroup Tolerance","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/SchoolAccount/Zotero/storage/ES2KRRIQ/Obeid et al. - 2017 - How Moral Perceptions Influence Intergroup Toleran.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
