Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"""Social Psychological and Personality Science"" from 2017 to 2017, no patents","Google Scholar",108,9364,6,1560.67,86.70,4601.27,43.40,2.88,46,96,38,15.56,29,1560.67,39.51,766.88,76.80,27.95,"2023-09-25 16:09:22",766.87,4.83,85.6,99.6,38,2017,2017,9364,98,90,67,20,20
