Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"""Personality and Social Psychology Bulletin"" from 2017 to 2017, no patents","Google Scholar",127,6986,6,1164.33,55.01,2391.00,48.33,2.97,46,79,37,14.20,26,1164.17,34.12,398.47,54.65,28.78,"2023-09-25 13:40:07",398.50,4.33,73.0,89.8,35,2017,2017,6986,118,111,75,11,17
